date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),OT
2009/1/15 18:40,996.12,-1.28,272.18,-2.17,93.6,5.56,5.2,0.36,3.26,5.22,1273.81,0.42,1.38,251.1
2009/1/15 18:50,996.21,-1.52,271.93,-2.37,93.9,5.46,5.13,0.33,3.21,5.15,1275.09,0.34,0.88,214.8
2009/1/15 19:00,996.34,-1.63,271.81,-2.42,94.3,5.42,5.11,0.31,3.2,5.13,1275.79,0.35,0.88,69.36
2009/1/15 19:10,996.36,-1.84,271.6,-2.6,94.5,5.33,5.04,0.29,3.15,5.06,1276.84,0.25,0.63,67.36
2009/1/15 19:20,996.37,-1.94,271.5,-2.66,94.8,5.3,5.02,0.28,3.14,5.04,1277.32,0.11,0.63,124.3
2009/1/15 19:30,996.37,-2.11,271.34,-2.8,95,5.23,4.97,0.26,3.11,4.99,1278.13,0.47,0.88,217.8
2009/1/15 19:40,996.37,-2.22,271.22,-2.89,95.1,5.19,4.93,0.25,3.09,4.95,1278.67,0.84,2.25,223.4
2009/1/15 19:50,996.48,-2.67,270.77,-3.35,95,5.02,4.77,0.25,2.98,4.78,1281.02,1.11,2,206
2009/1/15 20:00,996.58,-2.89,270.54,-3.5,95.5,4.93,4.71,0.22,2.95,4.73,1282.22,0.67,1.5,188.6
2009/1/15 20:10,996.62,-2.91,270.52,-3.48,95.8,4.93,4.72,0.21,2.95,4.74,1282.35,0.3,0.63,199.4
2009/1/15 20:20,996.62,-2.95,270.47,-3.51,95.9,4.91,4.71,0.2,2.94,4.73,1282.57,0.37,0.88,227.6
2009/1/15 20:30,996.72,-2.97,270.44,-3.49,96.2,4.9,4.72,0.19,2.95,4.73,1282.8,0.69,1.13,215.1
2009/1/15 20:40,996.68,-3.08,270.34,-3.59,96.2,4.87,4.68,0.18,2.93,4.7,1283.27,0.39,0.75,212.1
2009/1/15 20:50,996.72,-3.14,270.28,-3.62,96.4,4.84,4.67,0.17,2.92,4.68,1283.6,0.21,0.5,203.5
2009/1/15 21:00,996.79,-3.21,270.2,-3.68,96.5,4.82,4.65,0.17,2.91,4.66,1284.04,0.23,0.88,176.7
2009/1/15 21:10,996.83,-3.28,270.12,-3.77,96.4,4.79,4.62,0.17,2.89,4.63,1284.48,0.38,0.63,182.5
2009/1/15 21:20,996.88,-3.45,269.95,-3.94,96.4,4.73,4.56,0.17,2.85,4.57,1285.38,0.35,0.63,148.5
2009/1/15 21:30,996.97,-3.51,269.89,-3.97,96.6,4.71,4.55,0.16,2.84,4.56,1285.75,0.44,0.88,187.1
2009/1/15 21:40,996.98,-3.48,269.91,-3.9,96.9,4.72,4.57,0.15,2.86,4.59,1285.62,0.3,0.63,171.3
2009/1/15 21:50,996.98,-3.35,270.05,-3.75,97,4.77,4.63,0.14,2.89,4.64,1284.95,0.38,0.75,153
2009/1/15 22:00,996.99,-3.37,270.02,-3.79,96.9,4.76,4.61,0.15,2.88,4.63,1285.08,0.44,0.75,187.2
2009/1/15 22:10,997.09,-3.43,269.95,-3.84,97,4.74,4.59,0.14,2.87,4.61,1285.53,0.42,0.75,199.3
2009/1/15 22:20,997.22,-3.38,270,-3.75,97.2,4.76,4.62,0.13,2.89,4.64,1285.41,0.48,1,170.9
2009/1/15 22:30,997.24,-3.32,270.05,-3.69,97.3,4.78,4.65,0.13,2.9,4.66,1285.17,0.43,0.88,161.8
2009/1/15 22:40,997.28,-3.28,270.09,-3.66,97.2,4.79,4.66,0.13,2.91,4.67,1285.03,0.67,1,211.6
2009/1/15 22:50,997.34,-3.49,269.88,-3.86,97.2,4.72,4.59,0.13,2.86,4.6,1286.12,0.58,1.13,269.8
2009/1/15 23:00,997.34,-3.57,269.8,-3.93,97.3,4.69,4.56,0.13,2.85,4.57,1286.51,0.77,1.25,229.6
2009/1/15 23:10,997.35,-3.65,269.71,-4,97.4,4.66,4.54,0.12,2.84,4.55,1286.92,1.11,1.5,202.2
2009/1/15 23:20,997.35,-3.71,269.66,-4.04,97.5,4.64,4.52,0.12,2.83,4.54,1287.21,0.83,1.25,212.4
2009/1/15 23:30,997.44,-3.71,269.65,-4.03,97.6,4.64,4.53,0.11,2.83,4.54,1287.31,1.01,1.75,142.3
2009/1/15 23:40,997.47,-3.75,269.6,-4.07,97.6,4.62,4.51,0.11,2.82,4.53,1287.59,1.71,2.5,137.6
2009/1/15 23:50,997.54,-3.93,269.42,-4.27,97.5,4.56,4.45,0.11,2.78,4.46,1288.57,1.93,2.38,147.7
2009/1/16 00:00,997.57,-4.03,269.32,-4.33,97.7,4.53,4.43,0.1,2.76,4.44,1289.06,1.58,2,145.5
2009/1/16 00:10,997.6,-4.04,269.31,-4.33,97.8,4.53,4.43,0.1,2.76,4.44,1289.15,1.17,1.63,143
2009/1/16 00:20,997.62,-4.01,269.33,-4.31,97.8,4.54,4.44,0.1,2.77,4.45,1289.06,1.36,1.63,143
2009/1/16 00:30,997.72,-4.04,269.3,-4.32,97.9,4.53,4.43,0.1,2.77,4.44,1289.31,1.18,1.63,137.1
2009/1/16 00:40,997.66,-4,269.34,-4.28,97.9,4.54,4.44,0.1,2.78,4.45,1289.04,1.22,1.88,178.6
2009/1/16 00:50,997.7,-4.04,269.3,-4.32,97.9,4.53,4.43,0.1,2.77,4.44,1289.3,1.28,1.88,189.5
2009/1/16 01:00,997.73,-4.1,269.24,-4.38,97.9,4.51,4.41,0.09,2.75,4.42,1289.62,1.18,1.88,199
2009/1/16 01:10,997.69,-4.12,269.22,-4.4,97.9,4.5,4.41,0.09,2.75,4.42,1289.66,1.38,2,177.8
2009/1/16 01:20,997.63,-4.23,269.12,-4.52,97.8,4.46,4.36,0.1,2.73,4.37,1290.14,1.23,1.88,184.6
2009/1/16 01:30,997.62,-4.32,269.02,-4.61,97.8,4.43,4.33,0.1,2.71,4.34,1290.58,1.42,1.88,197.3
2009/1/16 01:40,997.63,-4.48,268.86,-4.77,97.8,4.38,4.28,0.1,2.67,4.29,1291.39,1.37,1.88,193.5
2009/1/16 01:50,997.65,-4.55,268.79,-4.83,97.9,4.35,4.26,0.09,2.66,4.27,1291.77,1.11,1.75,191.3
2009/1/16 02:00,997.76,-4.61,268.73,-4.88,97.9,4.34,4.24,0.09,2.65,4.25,1292.18,0.97,1.75,197.1
2009/1/16 02:10,997.77,-4.71,268.62,-5,97.8,4.3,4.21,0.09,2.63,4.22,1292.72,0.82,1.38,203.3
2009/1/16 02:20,997.83,-4.85,268.48,-5.14,97.8,4.26,4.16,0.09,2.6,4.17,1293.48,1.14,1.5,220.9
2009/1/16 02:30,997.84,-4.91,268.42,-5.2,97.8,4.24,4.14,0.09,2.59,4.15,1293.78,0.93,1.25,236.2
2009/1/16 02:40,997.83,-4.92,268.41,-5.21,97.8,4.23,4.14,0.09,2.59,4.15,1293.83,0.59,1.38,206.3
2009/1/16 02:50,997.87,-4.96,268.37,-5.25,97.8,4.22,4.13,0.09,2.58,4.14,1294.07,0.6,1,228.2
2009/1/16 03:00,997.92,-4.84,268.48,-5.12,97.9,4.26,4.17,0.09,2.6,4.18,1293.56,0.45,1.13,168.3
2009/1/16 03:10,997.93,-4.88,268.44,-5.18,97.7,4.25,4.15,0.1,2.59,4.16,1293.75,1.02,1.63,147.3
2009/1/16 03:20,997.95,-4.92,268.4,-5.22,97.7,4.23,4.14,0.1,2.58,4.14,1293.99,0.86,1.25,198.7
2009/1/16 03:30,997.98,-5.04,268.28,-5.36,97.6,4.2,4.1,0.1,2.56,4.1,1294.62,0.92,1.5,202.7
2009/1/16 03:40,997.95,-5.07,268.24,-5.39,97.6,4.18,4.08,0.1,2.55,4.09,1294.77,0.72,1,214.2
2009/1/16 03:50,998,-5.1,268.21,-5.42,97.6,4.18,4.08,0.1,2.54,4.08,1294.96,1.07,1.5,202.7
2009/1/16 04:00,998.08,-5.11,268.2,-5.44,97.5,4.17,4.07,0.1,2.54,4.08,1295.13,1.15,1.63,209.2
2009/1/16 04:10,998.08,-5.17,268.14,-5.5,97.5,4.15,4.05,0.1,2.53,4.06,1295.41,1,1.5,197.9
2009/1/16 04:20,998.12,-5.17,268.14,-5.5,97.5,4.15,4.05,0.1,2.53,4.06,1295.46,1.23,1.88,132.1
2009/1/16 04:30,998.27,-5.17,268.13,-5.5,97.5,4.15,4.05,0.1,2.53,4.06,1295.64,1.04,1.38,131.8
2009/1/16 04:40,998.34,-5.17,268.12,-5.51,97.4,4.15,4.05,0.11,2.52,4.05,1295.75,0.98,1.5,115.9
2009/1/16 04:50,998.34,-5.19,268.09,-5.54,97.4,4.15,4.04,0.11,2.52,4.04,1295.87,1.03,1.38,138.7
2009/1/16 05:00,998.39,-5.21,268.07,-5.55,97.4,4.14,4.03,0.11,2.52,4.04,1296.02,0.81,1,215.3
2009/1/16 05:10,998.43,-5.12,268.16,-5.45,97.5,4.17,4.07,0.1,2.54,4.07,1295.6,0.59,1,236.7
2009/1/16 05:20,998.46,-4.83,268.45,-5.13,97.7,4.26,4.16,0.1,2.6,4.17,1294.2,0.57,1.25,150.1
2009/1/16 05:30,998.47,-4.77,268.51,-5.11,97.4,4.28,4.17,0.11,2.6,4.18,1293.91,0.58,0.88,153.3
2009/1/16 05:40,998.56,-4.85,268.43,-5.22,97.2,4.26,4.14,0.12,2.58,4.14,1294.43,0.64,1,156.4
2009/1/16 05:50,998.49,-4.88,268.39,-5.23,97.4,4.24,4.13,0.11,2.58,4.14,1294.52,0.64,1.25,214.1
2009/1/16 06:00,998.46,-4.73,268.55,-5.06,97.5,4.29,4.19,0.11,2.61,4.19,1293.72,0.58,1.25,207
2009/1/16 06:10,998.42,-4.61,268.67,-4.94,97.5,4.33,4.23,0.11,2.64,4.23,1293.07,0.78,1.5,188.3
2009/1/16 06:20,998.41,-4.49,268.8,-4.81,97.6,4.37,4.27,0.1,2.66,4.28,1292.44,0.99,1.5,172.9
2009/1/16 06:30,998.47,-4.46,268.81,-4.8,97.5,4.38,4.27,0.11,2.67,4.28,1292.41,1.2,2.25,179.6
2009/1/16 06:40,998.49,-4.46,268.82,-4.79,97.5,4.39,4.28,0.11,2.67,4.28,1292.39,1.03,1.88,200.7
2009/1/16 06:50,998.52,-4.37,268.91,-4.67,97.7,4.42,4.31,0.1,2.69,4.32,1291.98,1.15,1.75,179.4
2009/1/16 07:00,998.65,-4.3,268.96,-4.62,97.6,4.44,4.33,0.11,2.7,4.34,1291.82,1.56,3.63,179.6
2009/1/16 07:10,998.67,-4.3,268.96,-4.62,97.6,4.44,4.33,0.11,2.7,4.34,1291.85,1.8,2.88,174.7
2009/1/16 07:20,998.65,-4.3,268.97,-4.62,97.6,4.44,4.33,0.11,2.7,4.34,1291.82,1.75,3.13,173.3
2009/1/16 07:30,998.71,-4.35,268.91,-4.67,97.6,4.42,4.31,0.11,2.69,4.32,1292.15,2.29,3.38,170.6
2009/1/16 07:40,998.74,-4.36,268.9,-4.67,97.7,4.42,4.32,0.1,2.69,4.32,1292.24,1.48,3,175.5
2009/1/16 07:50,998.78,-4.28,268.98,-4.57,97.8,4.44,4.35,0.1,2.71,4.35,1291.88,1.14,2.5,178.4
2009/1/16 08:00,998.83,-4.27,268.98,-4.58,97.7,4.45,4.35,0.1,2.71,4.35,1291.9,1.27,2,180.3
2009/1/16 08:10,998.83,-4.35,268.9,-4.67,97.6,4.42,4.32,0.11,2.69,4.32,1292.29,1.83,2.75,193
2009/1/16 08:20,998.83,-4.45,268.81,-4.77,97.6,4.39,4.28,0.11,2.67,4.29,1292.78,1.85,2.5,193.1
2009/1/16 08:30,998.82,-4.49,268.76,-4.8,97.7,4.37,4.27,0.1,2.66,4.28,1293.01,1.8,2.88,187.1
2009/1/16 08:40,998.84,-4.5,268.75,-4.82,97.6,4.37,4.27,0.1,2.66,4.27,1293.07,1.28,2,193.5
2009/1/16 08:50,998.83,-4.48,268.77,-4.78,97.7,4.38,4.28,0.1,2.67,4.28,1292.94,1.39,2.38,188.6
2009/1/16 09:00,998.93,-4.51,268.74,-4.83,97.6,4.37,4.26,0.1,2.66,4.27,1293.22,1.53,2.5,194.1
2009/1/16 09:10,999.03,-4.5,268.74,-4.82,97.6,4.37,4.27,0.1,2.66,4.27,1293.31,1.54,2.25,190.7
2009/1/16 09:20,999.08,-4.5,268.73,-4.83,97.5,4.37,4.26,0.11,2.66,4.27,1293.37,1.51,2.38,185.6
2009/1/16 09:30,999.13,-4.44,268.79,-4.77,97.5,4.39,4.28,0.11,2.67,4.29,1293.13,1.61,2.88,177
2009/1/16 09:40,999.11,-4.38,268.85,-4.73,97.4,4.41,4.3,0.11,2.68,4.3,1292.82,1.83,2.75,182.3
2009/1/16 09:50,999.06,-4.37,268.86,-4.72,97.4,4.41,4.3,0.11,2.68,4.3,1292.72,1.82,3.25,176.8
2009/1/16 10:00,999.07,-4.39,268.84,-4.75,97.3,4.41,4.29,0.12,2.67,4.29,1292.81,1.5,2.5,173.9
2009/1/16 10:10,999.09,-4.32,268.91,-4.69,97.2,4.43,4.31,0.12,2.69,4.31,1292.5,1.6,2.38,181.5
2009/1/16 10:20,999.2,-4.37,268.85,-4.76,97.1,4.41,4.29,0.13,2.67,4.29,1292.89,1.64,2.38,182.6
2009/1/16 10:30,999.28,-4.46,268.75,-4.86,97,4.38,4.25,0.13,2.65,4.26,1293.46,1.97,2.5,182.9
2009/1/16 10:40,999.26,-4.37,268.84,-4.76,97.1,4.41,4.28,0.13,2.67,4.29,1292.99,1.88,2.38,185.6
2009/1/16 10:50,999.29,-4.37,268.85,-4.78,96.9,4.42,4.28,0.14,2.67,4.28,1293,2.11,2.88,184.2
2009/1/16 11:00,999.19,-4.19,269.03,-4.61,96.9,4.47,4.33,0.14,2.7,4.34,1292.01,1.37,2.13,183.4
2009/1/16 11:10,999.07,-3.85,269.38,-4.31,96.6,4.59,4.44,0.16,2.77,4.44,1290.15,1.78,2.5,175.7
2009/1/16 11:20,999.03,-3.69,269.55,-4.2,96.2,4.65,4.47,0.18,2.79,4.48,1289.3,2.1,2.63,178
2009/1/16 11:30,998.88,-3.46,269.79,-4.01,95.9,4.73,4.53,0.19,2.83,4.54,1287.99,1.88,2.5,167
2009/1/16 11:40,998.74,-3.33,269.93,-3.92,95.7,4.77,4.57,0.21,2.85,4.57,1287.19,1.77,2.5,177
2009/1/16 11:50,998.72,-3.13,270.13,-3.69,95.9,4.85,4.65,0.2,2.9,4.65,1286.16,1.45,2.25,185
2009/1/16 12:00,998.62,-2.85,270.42,-3.45,95.6,4.95,4.73,0.22,2.95,4.74,1284.65,1.25,1.88,184.3
2009/1/16 12:10,998.57,-2.62,270.66,-3.27,95.2,5.04,4.79,0.24,2.99,4.8,1283.45,1.73,2.5,179.7
2009/1/16 12:20,998.4,-2.61,270.67,-3.3,95,5.04,4.79,0.25,2.99,4.79,1283.22,1.97,2.75,171.2
2009/1/16 12:30,998.23,-2.42,270.87,-3.15,94.7,5.11,4.84,0.27,3.02,4.85,1282.08,1.81,2.5,168.8
2009/1/16 12:40,998.11,-2.1,271.21,-2.93,94,5.23,4.92,0.31,3.07,4.93,1280.35,1.61,2.38,175.6
2009/1/16 12:50,998.03,-1.61,271.7,-2.55,93.3,5.43,5.06,0.36,3.16,5.07,1277.9,1.33,1.88,188
2009/1/16 13:00,998.01,-1.15,272.17,-2.32,91.7,5.61,5.15,0.47,3.22,5.16,1275.64,1.22,2.38,204.8
2009/1/16 13:10,997.91,-0.93,272.39,-2.31,90.3,5.71,5.15,0.55,3.22,5.16,1274.5,1.42,2,184.8
2009/1/16 13:20,997.81,-0.75,272.58,-2.29,89.2,5.78,5.16,0.62,3.22,5.17,1273.51,1.28,2,186.8
2009/1/16 13:30,997.64,-0.62,272.72,-2.38,87.8,5.84,5.12,0.71,3.2,5.14,1272.72,1.47,2.38,189.6
2009/1/16 13:40,997.53,-0.36,273,-2.23,87.1,5.95,5.18,0.77,3.24,5.2,1271.31,1.13,1.75,183.5
2009/1/16 13:50,997.41,-0.06,273.3,-2.19,85.5,6.08,5.2,0.88,3.25,5.21,1269.78,1.31,1.75,172.7
2009/1/16 14:00,997.26,-0.05,273.32,-2.34,84.5,6.09,5.14,0.94,3.21,5.16,1269.56,1.28,2,193
2009/1/16 14:10,997.13,-0.1,273.28,-2.34,84.8,6.06,5.14,0.92,3.21,5.16,1269.64,0.74,1.38,205.7
2009/1/16 14:20,997.05,0,273.39,-2.22,84.9,6.11,5.19,0.92,3.24,5.2,1269.02,1.02,1.5,184.2
2009/1/16 14:30,996.97,0.16,273.56,-1.98,85.4,6.18,5.28,0.9,3.3,5.29,1268.13,0.98,1.63,193.1
2009/1/16 14:40,996.98,0.39,273.78,-1.83,85,6.28,5.34,0.94,3.34,5.36,1267.07,0.99,1.88,194.9
2009/1/16 14:50,996.93,0.83,274.23,-1.6,83.7,6.49,5.43,1.06,3.4,5.45,1264.92,0.85,1.25,202.3
2009/1/16 15:00,996.91,1.12,274.53,-1.54,82.3,6.63,5.45,1.17,3.41,5.47,1263.52,1.05,1.5,199.2
2009/1/16 15:10,996.86,1.16,274.56,-1.63,81.6,6.64,5.42,1.22,3.39,5.44,1263.33,1.01,1.38,202.4
2009/1/16 15:20,996.86,1.17,274.58,-1.58,81.8,6.65,5.44,1.21,3.4,5.46,1263.25,0.69,1.25,192
2009/1/16 15:30,996.78,1.16,274.57,-1.64,81.5,6.64,5.41,1.23,3.39,5.43,1263.24,0.84,1.38,191.8
2009/1/16 15:40,996.74,1.03,274.44,-1.7,81.9,6.58,5.39,1.19,3.37,5.41,1263.79,0.64,1.13,193.7
2009/1/16 15:50,996.8,0.74,274.15,-1.86,82.7,6.44,5.33,1.11,3.33,5.35,1265.24,0.39,0.63,218.3
2009/1/16 16:00,996.92,0.38,273.78,-2.02,83.8,6.28,5.26,1.02,3.29,5.28,1267.06,0.18,0.5,267.9
2009/1/16 16:10,996.99,0.29,273.68,-1.98,84.7,6.24,5.28,0.95,3.3,5.3,1267.59,0.35,0.75,199.6
2009/1/16 16:20,997.09,-0.01,273.38,-2.2,85.1,6.11,5.2,0.91,3.25,5.21,1269.11,0.14,0.63,251.4
2009/1/16 16:30,997.1,-0.27,273.12,-2.27,86.3,5.99,5.17,0.82,3.23,5.18,1270.36,0.28,0.75,48.15
2009/1/16 16:40,997.02,-0.33,273.06,-2.22,87,5.96,5.19,0.78,3.24,5.2,1270.53,0.19,0.5,105.5
2009/1/16 16:50,997.19,-0.52,272.86,-2.35,87.4,5.88,5.14,0.74,3.21,5.15,1271.67,0.73,1,241.6
2009/1/16 17:00,997.15,-0.63,272.75,-2.28,88.5,5.83,5.16,0.67,3.23,5.18,1272.1,0.73,1.13,228
2009/1/16 17:10,997.03,-0.74,272.65,-2.26,89.4,5.79,5.17,0.61,3.23,5.19,1272.46,0.7,1.5,212.9
2009/1/16 17:20,996.98,-0.84,272.56,-2.27,90,5.74,5.17,0.57,3.23,5.18,1272.87,1.17,1.5,219.8
2009/1/16 17:30,996.98,-0.9,272.49,-2.24,90.6,5.72,5.18,0.54,3.24,5.19,1273.16,1.01,1.5,222
2009/1/16 17:40,997.05,-0.85,272.54,-2.15,90.8,5.74,5.21,0.53,3.26,5.23,1272.98,1.17,2.13,221.1
2009/1/16 17:50,996.98,-0.72,272.68,-2.18,89.8,5.79,5.2,0.59,3.25,5.22,1272.29,1.32,1.63,211.8
2009/1/16 18:00,996.91,-0.72,272.69,-2.34,88.7,5.8,5.14,0.66,3.21,5.16,1272.22,1.55,2,203.8
2009/1/16 18:10,996.86,-0.87,272.54,-2.56,88.2,5.73,5.06,0.68,3.16,5.07,1272.9,1.65,2.13,205.5
2009/1/16 18:20,996.89,-1.07,272.33,-2.72,88.5,5.65,5,0.65,3.12,5.01,1273.92,1.59,2,209.3
2009/1/16 18:30,996.72,-1.04,272.37,-2.71,88.4,5.66,5,0.66,3.13,5.02,1273.57,1.63,2.5,200.7
2009/1/16 18:40,996.61,-1.11,272.31,-2.84,88,5.63,4.95,0.68,3.1,4.97,1273.78,2.01,2.88,192.1
2009/1/16 18:50,996.65,-1.26,272.16,-2.98,88,5.57,4.9,0.67,3.06,4.92,1274.55,2.16,2.75,202.5
2009/1/16 19:00,996.59,-1.36,272.07,-3.06,88.1,5.53,4.87,0.66,3.05,4.89,1274.92,2.7,3.88,199
2009/1/16 19:10,996.5,-1.51,271.93,-3.24,87.9,5.47,4.81,0.66,3.01,4.82,1275.55,2.89,3.88,195.9
2009/1/16 19:20,996.49,-1.6,271.83,-3.3,88.1,5.43,4.78,0.65,2.99,4.8,1276,3.07,3.75,200.1
2009/1/16 19:30,996.49,-1.73,271.71,-3.4,88.3,5.38,4.75,0.63,2.97,4.77,1276.61,2.95,3.63,204.7
2009/1/16 19:40,996.45,-1.78,271.66,-3.38,88.7,5.36,4.76,0.61,2.97,4.77,1276.78,2.63,3.38,202.4
2009/1/16 19:50,996.31,-1.84,271.61,-3.41,88.9,5.34,4.74,0.59,2.97,4.76,1276.89,3.18,4.38,202.5
2009/1/16 20:00,996.3,-1.78,271.67,-3.4,88.6,5.36,4.75,0.61,2.97,4.77,1276.58,3.64,4.38,203.9
2009/1/16 20:10,996.31,-1.67,271.78,-3.4,87.9,5.4,4.75,0.65,2.97,4.77,1276.11,3.22,4.75,201.2
2009/1/16 20:20,996.2,-1.69,271.77,-3.5,87.4,5.39,4.71,0.68,2.95,4.73,1276.08,2.83,4,198.6
2009/1/16 20:30,996.12,-1.82,271.64,-3.6,87.6,5.34,4.68,0.66,2.93,4.7,1276.61,3.08,4.25,201.1
2009/1/16 20:40,995.97,-1.89,271.58,-3.63,87.8,5.31,4.67,0.65,2.92,4.69,1276.75,3.5,4.5,201.7
2009/1/16 20:50,995.95,-1.93,271.55,-3.67,87.8,5.3,4.65,0.65,2.91,4.67,1276.9,3.4,5,200.3
2009/1/16 21:00,995.99,-2.03,271.44,-3.75,87.9,5.26,4.62,0.64,2.89,4.64,1277.44,3.02,4.25,196.2
2009/1/16 21:10,996.02,-2.01,271.46,-3.66,88.4,5.27,4.66,0.61,2.91,4.68,1277.36,2.82,4.25,196.1
2009/1/16 21:20,996.01,-2.06,271.41,-3.72,88.3,5.25,4.64,0.61,2.9,4.65,1277.59,2.83,4.38,202.2
2009/1/16 21:30,995.93,-2.13,271.34,-3.71,88.9,5.22,4.64,0.58,2.9,4.66,1277.85,3.52,5,203.4
2009/1/16 21:40,995.83,-2.04,271.45,-3.6,89,5.26,4.68,0.58,2.93,4.7,1277.25,3.69,5,197.3
2009/1/16 21:50,995.71,-2.12,271.37,-3.73,88.7,5.22,4.63,0.59,2.9,4.65,1277.52,3.15,4.5,193.9
2009/1/16 22:00,995.64,-2.2,271.3,-3.74,89.1,5.2,4.63,0.57,2.9,4.65,1277.79,3.25,4.75,189.9
2009/1/16 22:10,995.64,-2.16,271.34,-3.71,89.1,5.21,4.64,0.57,2.9,4.66,1277.61,3.24,4.13,193.8
2009/1/16 22:20,995.64,-2.23,271.27,-3.77,89.1,5.18,4.62,0.57,2.89,4.64,1277.92,3.39,4.38,197
2009/1/16 22:30,995.62,-2.23,271.27,-3.79,89,5.18,4.61,0.57,2.89,4.63,1277.92,3.52,4.38,190
2009/1/16 22:40,995.5,-2.34,271.17,-3.89,89,5.14,4.58,0.57,2.86,4.6,1278.28,3.01,4.13,194.8
2009/1/16 22:50,995.43,-2.36,271.15,-3.86,89.4,5.13,4.59,0.54,2.87,4.61,1278.32,3.1,4.13,202.5
2009/1/16 23:00,995.48,-2.41,271.1,-3.92,89.3,5.11,4.57,0.55,2.86,4.59,1278.6,2.93,3.63,199.4
2009/1/16 23:10,995.39,-2.34,271.17,-3.84,89.4,5.14,4.59,0.54,2.88,4.62,1278.17,2.99,3.75,205.3
2009/1/16 23:20,995.4,-2.19,271.33,-3.75,89,5.2,4.63,0.57,2.9,4.65,1277.44,2.98,3.88,205
2009/1/16 23:30,995.33,-2.23,271.29,-3.85,88.6,5.18,4.59,0.59,2.87,4.61,1277.55,2.34,3.38,199.8
2009/1/16 23:40,995.28,-2.23,271.3,-3.84,88.6,5.18,4.59,0.59,2.88,4.61,1277.48,2.29,3.13,188
2009/1/16 23:50,995.15,-2.29,271.25,-3.93,88.4,5.16,4.56,0.6,2.86,4.58,1277.6,2.71,3.63,195.4
2009/1/17 00:00,995.14,-2.3,271.23,-3.95,88.4,5.15,4.56,0.6,2.85,4.58,1277.68,2.75,4,187
2009/1/17 00:10,995.15,-2.39,271.15,-4.05,88.3,5.12,4.52,0.6,2.83,4.54,1278.11,2.58,3.63,189.9
2009/1/17 00:20,995.15,-2.46,271.08,-4.09,88.5,5.1,4.51,0.59,2.82,4.53,1278.44,2.77,3.38,191
2009/1/17 00:30,995.12,-2.75,270.79,-4.34,88.7,4.99,4.42,0.56,2.77,4.44,1279.83,3.19,3.88,193.5
2009/1/17 00:40,994.96,-2.79,270.76,-4.24,89.7,4.97,4.46,0.51,2.79,4.48,1279.81,3.57,4.75,194
2009/1/17 00:50,994.9,-2.66,270.89,-4.11,89.7,5.02,4.5,0.52,2.82,4.53,1279.09,2.72,4,202.1
2009/1/17 01:00,994.9,-2.57,270.98,-4.11,89.1,5.05,4.5,0.55,2.82,4.52,1278.67,2.79,3.75,190.1
2009/1/17 01:10,994.88,-2.67,270.89,-4.23,88.9,5.02,4.46,0.56,2.79,4.48,1279.12,2.19,3.63,202.9
2009/1/17 01:20,994.77,-2.75,270.81,-4.27,89.2,4.98,4.45,0.54,2.78,4.47,1279.38,2.37,3.13,204.2
2009/1/17 01:30,994.7,-2.57,271,-4.08,89.3,5.05,4.51,0.54,2.83,4.54,1278.4,2.28,3.38,196.6
2009/1/17 01:40,994.65,-2.49,271.08,-4.09,88.7,5.08,4.51,0.57,2.82,4.53,1277.98,2.02,2.63,205.9
2009/1/17 01:50,994.73,-2.43,271.14,-4.03,88.7,5.1,4.53,0.58,2.84,4.55,1277.78,2.14,3,208.4
2009/1/17 02:00,994.75,-2.35,271.22,-3.94,88.8,5.14,4.56,0.58,2.86,4.58,1277.41,1.86,2.63,212.4
2009/1/17 02:10,994.74,-2.3,271.27,-3.94,88.4,5.16,4.56,0.6,2.86,4.58,1277.13,1.95,2.63,207.4
2009/1/17 02:20,994.77,-2.28,271.28,-3.93,88.4,5.16,4.56,0.6,2.86,4.59,1277.11,1.62,2.38,208.4
2009/1/17 02:30,994.69,-2.22,271.35,-3.87,88.4,5.19,4.59,0.6,2.87,4.61,1276.69,2.17,2.88,205.2
2009/1/17 02:40,994.75,-2.14,271.43,-3.81,88.2,5.22,4.6,0.62,2.88,4.63,1276.36,2.2,2.88,201.4
2009/1/17 02:50,994.78,-2.02,271.54,-3.75,87.9,5.26,4.63,0.64,2.9,4.65,1275.85,1.77,2.63,196.5
2009/1/17 03:00,994.77,-1.99,271.58,-3.76,87.6,5.28,4.62,0.65,2.9,4.65,1275.67,2.44,3.5,185.5
2009/1/17 03:10,994.72,-2,271.57,-3.77,87.6,5.27,4.62,0.65,2.89,4.64,1275.69,2.51,3.38,182.2
2009/1/17 03:20,994.6,-2,271.58,-3.77,87.6,5.27,4.62,0.65,2.89,4.64,1275.53,2.75,3.63,180.3
2009/1/17 03:30,994.47,-2.03,271.57,-3.76,87.8,5.26,4.62,0.64,2.89,4.65,1275.47,2.75,3.63,175.5
2009/1/17 03:40,994.36,-1.91,271.69,-3.73,87.3,5.31,4.63,0.67,2.9,4.66,1274.8,3,4.25,177.2
2009/1/17 03:50,994.29,-1.95,271.65,-3.8,87.1,5.29,4.61,0.68,2.89,4.63,1274.91,3.06,4.63,176
2009/1/17 04:00,994.25,-2.04,271.57,-3.84,87.4,5.26,4.59,0.66,2.88,4.62,1275.27,2.33,3.88,173.5
