date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-01-08 22:00:00,998.5,5.6,278.88,3.86,88.5,9.1,8.06,1.05,5.03,8.07,1243.98,2.81,4.65,170.5,0.0,0.0,0.0,0.0,0.0,16.85,436.1
2020-01-08 22:10:00,998.65,5.61,278.87,3.85,88.4,9.11,8.05,1.06,5.03,8.06,1244.17,2.37,4.37,172.7,0.0,130.0,0.0,0.0,0.0,16.78,435.9
2020-01-08 22:20:00,998.52,5.6,278.88,3.89,88.7,9.1,8.08,1.03,5.05,8.09,1244.0,2.77,3.95,171.6,0.0,270.0,0.0,0.0,0.0,16.82,435.5
2020-01-08 22:30:00,998.45,5.54,278.83,3.87,88.9,9.07,8.06,1.01,5.04,8.07,1244.18,2.84,4.81,164.5,0.1,0.0,0.0,0.0,0.0,16.71,435.5
2020-01-08 22:40:00,998.6,5.54,278.81,3.91,89.2,9.06,8.08,0.98,5.05,8.09,1244.39,1.73,3.97,177.4,0.0,260.0,0.0,0.0,0.0,16.65,435.9
2020-01-08 22:50:00,998.6,5.47,278.74,3.95,89.9,9.02,8.11,0.91,5.07,8.12,1244.66,1.64,3.32,176.6,0.0,550.0,0.0,0.0,0.0,16.7,436.6
2020-01-08 23:00:00,998.62,5.47,278.74,4.0,90.2,9.02,8.14,0.88,5.08,8.15,1244.69,2.11,3.32,176.8,0.1,600.0,0.0,0.0,0.0,16.76,436.5
2020-01-08 23:10:00,998.77,5.45,278.71,4.01,90.4,9.01,8.14,0.86,5.09,8.15,1244.98,1.69,2.84,183.4,0.0,540.0,0.0,0.0,0.0,16.79,436.9
2020-01-08 23:20:00,998.6,5.37,278.65,4.04,91.1,8.96,8.16,0.8,5.1,8.17,1245.08,1.76,2.88,187.2,0.0,470.0,0.0,0.0,0.0,16.75,437.6
2020-01-08 23:30:00,998.65,5.29,278.56,4.08,91.9,8.91,8.18,0.72,5.11,8.2,1245.52,1.55,2.44,192.3,0.0,600.0,0.0,0.0,0.0,16.8,437.7
2020-01-08 23:40:00,998.65,5.27,278.54,4.13,92.3,8.9,8.21,0.68,5.13,8.22,1245.59,1.65,2.88,189.1,0.1,600.0,0.0,0.0,0.0,16.82,437.6
2020-01-08 23:50:00,998.53,5.27,278.55,4.16,92.5,8.9,8.23,0.67,5.14,8.24,1245.43,2.01,3.61,183.1,0.0,600.0,0.0,0.0,0.0,16.83,438.0
2020-01-09 00:00:00,998.55,5.27,278.55,4.22,92.9,8.9,8.26,0.63,5.16,8.28,1245.43,1.84,3.28,183.1,0.1,600.0,0.0,0.0,0.0,16.82,437.7
2020-01-09 00:10:00,998.46,5.21,278.5,4.22,93.3,8.86,8.27,0.59,5.17,8.28,1245.58,2.51,4.09,176.1,0.1,600.0,0.0,0.0,0.0,16.81,439.0
2020-01-09 00:20:00,998.42,5.19,278.47,4.26,93.7,8.84,8.29,0.56,5.18,8.3,1245.63,1.98,3.28,181.6,0.1,600.0,0.0,0.0,0.0,16.78,438.5
2020-01-09 00:30:00,998.3,5.13,278.43,4.28,94.2,8.81,8.3,0.51,5.19,8.31,1245.74,2.19,3.45,180.1,0.0,600.0,0.0,0.0,0.0,16.73,438.2
2020-01-09 00:40:00,998.25,5.07,278.37,4.3,94.7,8.77,8.31,0.46,5.19,8.32,1245.93,2.64,4.13,180.0,0.1,600.0,0.0,0.0,0.0,16.69,438.1
2020-01-09 00:50:00,998.19,5.07,278.37,4.35,95.1,8.77,8.34,0.43,5.21,8.36,1245.85,2.38,4.17,182.7,0.1,600.0,0.0,0.0,0.0,16.64,438.5
2020-01-09 01:00:00,998.09,5.01,278.32,4.34,95.4,8.74,8.33,0.4,5.21,8.35,1245.99,2.07,3.12,181.9,0.1,600.0,0.0,0.0,0.0,16.58,438.9
2020-01-09 01:10:00,998.09,5.07,278.38,4.44,95.7,8.77,8.39,0.38,5.25,8.41,1245.72,2.09,3.45,184.4,0.0,600.0,0.0,0.0,0.0,16.52,438.9
2020-01-09 01:20:00,998.06,5.07,278.38,4.46,95.8,8.77,8.4,0.37,5.25,8.42,1245.66,1.95,2.92,197.6,0.1,600.0,0.0,0.0,0.0,16.47,439.5
2020-01-09 01:30:00,998.03,5.08,278.4,4.5,96.0,8.78,8.43,0.35,5.27,8.44,1245.57,1.2,2.12,200.3,0.1,600.0,0.0,0.0,0.0,16.42,440.0
2020-01-09 01:40:00,998.03,5.12,278.43,4.55,96.1,8.8,8.46,0.34,5.29,8.47,1245.38,1.15,1.76,212.8,0.2,600.0,0.0,0.0,0.0,16.4,439.9
2020-01-09 01:50:00,997.93,5.11,278.44,4.54,96.1,8.8,8.46,0.34,5.29,8.47,1245.27,1.33,2.0,215.1,0.2,600.0,0.0,0.0,0.0,16.38,440.3
2020-01-09 02:00:00,997.89,5.07,278.4,4.54,96.3,8.77,8.45,0.32,5.28,8.47,1245.4,1.26,2.02,215.2,0.1,600.0,0.0,0.0,0.0,16.4,440.1
2020-01-09 02:10:00,997.75,5.13,278.47,4.61,96.4,8.81,8.49,0.32,5.31,8.51,1244.95,1.29,2.04,210.6,0.1,600.0,0.0,0.0,0.0,16.41,440.1
2020-01-09 02:20:00,997.73,5.14,278.48,4.63,96.5,8.81,8.5,0.31,5.32,8.52,1244.89,1.58,2.1,211.5,0.0,190.0,0.0,0.0,0.0,16.35,440.1
2020-01-09 02:30:00,997.57,5.14,278.5,4.65,96.6,8.82,8.52,0.3,5.33,8.54,1244.67,1.61,2.84,197.6,0.0,0.0,0.0,0.0,0.0,16.24,440.8
2020-01-09 02:40:00,997.54,5.19,278.55,4.7,96.6,8.85,8.55,0.3,5.35,8.57,1244.37,1.65,2.72,188.5,0.0,540.0,0.0,0.0,0.0,16.26,441.2
2020-01-09 02:50:00,997.46,5.2,278.56,4.72,96.7,8.85,8.56,0.29,5.36,8.58,1244.24,1.82,2.84,192.5,0.0,120.0,0.0,0.0,0.0,16.28,441.5
2020-01-09 03:00:00,997.48,5.2,278.57,4.72,96.7,8.85,8.56,0.29,5.36,8.58,1244.25,1.81,3.08,190.8,0.0,0.0,0.0,0.0,0.0,16.19,441.2
2020-01-09 03:10:00,997.43,5.22,278.59,4.74,96.7,8.87,8.57,0.29,5.36,8.6,1244.1,2.06,2.96,187.1,0.0,10.0,0.0,0.0,0.0,16.17,440.5
2020-01-09 03:20:00,997.33,5.3,278.67,4.82,96.7,8.91,8.62,0.29,5.39,8.64,1243.6,1.5,2.34,189.7,0.0,480.0,0.0,0.0,0.0,16.28,440.4
2020-01-09 03:30:00,997.25,5.28,278.66,4.78,96.6,8.9,8.6,0.3,5.38,8.62,1243.62,1.74,2.4,195.6,0.1,0.0,0.0,0.0,0.0,16.28,441.7
2020-01-09 03:40:00,997.17,5.27,278.66,4.78,96.6,8.9,8.59,0.3,5.38,8.62,1243.56,1.6,2.32,199.5,0.0,540.0,0.0,0.0,0.0,16.36,441.7
2020-01-09 03:50:00,997.04,5.28,278.68,4.79,96.6,8.9,8.6,0.3,5.38,8.62,1243.35,1.87,2.74,195.2,0.0,600.0,0.0,0.0,0.0,16.5,442.3
2020-01-09 04:00:00,996.93,5.21,278.61,4.7,96.5,8.85,8.54,0.31,5.35,8.57,1243.57,1.71,2.44,204.8,0.1,600.0,0.0,0.0,0.0,16.57,442.6
2020-01-09 04:10:00,996.8,5.25,278.66,4.77,96.7,8.88,8.59,0.29,5.38,8.62,1243.2,1.77,2.56,191.3,0.1,600.0,0.0,0.0,0.0,16.61,443.2
2020-01-09 04:20:00,996.57,5.25,278.68,4.75,96.6,8.88,8.58,0.3,5.37,8.61,1242.92,2.18,3.45,189.7,0.0,600.0,0.0,0.0,0.0,16.61,443.5
2020-01-09 04:30:00,996.53,5.22,278.65,4.74,96.7,8.86,8.57,0.29,5.37,8.6,1243.0,1.53,2.76,185.6,0.0,600.0,0.0,0.0,0.0,16.61,444.1
2020-01-09 04:40:00,996.46,5.27,278.71,4.8,96.8,8.9,8.61,0.28,5.39,8.64,1242.66,1.69,3.0,181.3,0.1,600.0,0.0,0.0,0.0,16.61,444.5
2020-01-09 04:50:00,996.26,5.23,278.69,4.76,96.8,8.87,8.58,0.28,5.38,8.62,1242.62,1.28,2.44,196.4,0.2,600.0,0.0,0.0,0.0,16.61,445.1
2020-01-09 05:00:00,996.06,5.22,278.69,4.77,96.9,8.86,8.59,0.27,5.38,8.62,1242.39,1.28,2.28,188.4,0.1,600.0,0.0,0.0,0.0,16.62,445.4
2020-01-09 05:10:00,995.92,5.21,278.69,4.76,96.9,8.86,8.58,0.27,5.38,8.62,1242.28,1.49,2.24,198.1,0.0,600.0,0.0,0.0,0.0,16.63,446.2
2020-01-09 05:20:00,995.87,5.25,278.74,4.81,97.0,8.88,8.62,0.27,5.4,8.65,1242.01,1.83,2.36,202.0,0.1,570.0,0.0,0.0,0.0,16.65,445.9
2020-01-09 05:30:00,995.8,5.27,278.77,4.84,97.0,8.9,8.63,0.27,5.41,8.67,1241.81,1.95,2.88,199.7,0.1,600.0,0.0,0.0,0.0,16.66,445.7
2020-01-09 05:40:00,995.68,5.36,278.87,4.96,97.2,8.95,8.7,0.25,5.45,8.74,1241.22,2.11,3.32,184.8,0.2,600.0,0.0,0.0,0.0,16.65,444.8
2020-01-09 05:50:00,995.54,5.45,278.96,5.04,97.2,9.0,8.75,0.25,5.49,8.79,1240.65,1.95,3.95,180.7,0.0,580.0,0.0,0.0,0.0,16.63,443.6
2020-01-09 06:00:00,995.37,5.47,279.0,5.05,97.1,9.02,8.76,0.26,5.49,8.8,1240.34,1.1,2.48,197.0,0.1,310.0,0.0,0.0,0.0,16.55,443.9
2020-01-09 06:10:00,995.17,5.49,279.03,5.05,97.0,9.03,8.76,0.27,5.49,8.8,1240.0,1.77,2.6,187.7,0.2,600.0,0.0,0.0,0.0,16.53,444.4
2020-01-09 06:20:00,994.95,5.47,279.03,5.03,97.0,9.02,8.75,0.27,5.49,8.79,1239.82,2.07,2.74,196.7,0.0,600.0,0.0,0.0,0.0,16.57,444.3
2020-01-09 06:30:00,994.88,5.51,279.08,5.09,97.1,9.04,8.78,0.26,5.51,8.83,1239.55,1.47,2.4,188.5,0.1,600.0,0.0,0.0,0.0,16.59,444.2
2020-01-09 06:40:00,994.88,5.62,279.19,5.18,97.0,9.12,8.84,0.27,5.55,8.89,1239.0,0.85,1.84,160.3,0.2,600.0,0.0,0.0,0.0,16.59,444.0
2020-01-09 06:50:00,994.71,5.62,279.2,5.13,96.7,9.11,8.81,0.3,5.53,8.86,1238.83,0.9,1.86,160.3,0.1,600.0,0.0,0.0,0.0,16.61,444.5
2020-01-09 07:00:00,994.53,5.56,279.16,5.06,96.6,9.08,8.77,0.31,5.5,8.82,1238.87,0.92,1.8,185.5,0.0,490.0,0.0,0.0,0.0,16.61,446.7
2020-01-09 07:10:00,994.43,5.55,279.15,5.05,96.6,9.07,8.76,0.31,5.5,8.81,1238.82,1.54,2.32,190.8,0.0,50.0,0.0,0.0,0.0,16.54,448.1
2020-01-09 07:20:00,994.35,5.44,279.05,4.93,96.5,9.0,8.68,0.31,5.45,8.73,1239.24,1.39,2.52,214.3,0.1,270.0,0.0,0.0,0.0,16.49,446.9
2020-01-09 07:30:00,994.19,5.46,279.08,4.96,96.6,9.01,8.7,0.31,5.46,8.76,1238.94,1.07,1.88,202.1,0.0,500.0,0.0,0.0,0.0,16.61,446.1
2020-01-09 07:40:00,994.09,5.54,279.17,5.04,96.6,9.06,8.76,0.31,5.5,8.81,1238.43,1.76,2.68,190.9,0.1,600.0,0.0,0.0,0.0,16.69,448.6
2020-01-09 07:50:00,993.9,5.57,279.22,5.06,96.5,9.08,8.77,0.32,5.5,8.82,1238.05,1.91,2.76,189.0,0.0,600.0,0.0,0.0,0.0,16.77,450.3
2020-01-09 08:00:00,993.88,5.63,279.28,5.12,96.5,9.12,8.8,0.32,5.53,8.86,1237.75,1.51,2.16,189.5,0.0,560.0,0.0,0.0,0.0,16.8,450.4
2020-01-09 08:10:00,993.74,5.59,279.25,5.05,96.3,9.09,8.76,0.34,5.5,8.81,1237.78,1.56,2.44,193.6,0.1,540.0,0.0,1.16,1.35,16.83,451.1
2020-01-09 08:20:00,993.68,5.57,279.23,5.04,96.4,9.08,8.76,0.33,5.5,8.81,1237.79,1.81,3.04,187.6,0.0,0.0,0.6,2.12,3.09,16.73,451.1
2020-01-09 08:30:00,993.59,5.75,279.43,5.26,96.6,9.2,8.89,0.31,5.58,8.94,1236.8,2.01,3.26,179.9,0.0,380.0,2.01,4.63,6.95,16.68,449.3
2020-01-09 08:40:00,993.44,5.85,279.54,5.34,96.5,9.26,8.94,0.32,5.62,9.0,1236.14,2.47,3.45,181.4,0.0,150.0,2.62,6.95,6.95,16.73,447.3
2020-01-09 08:50:00,993.44,5.85,279.53,5.29,96.2,9.26,8.91,0.35,5.6,8.97,1236.17,1.91,3.32,189.0,0.2,480.0,2.62,6.56,6.95,16.73,449.9
2020-01-09 09:00:00,993.42,5.71,279.4,5.15,96.2,9.17,8.82,0.35,5.54,8.88,1236.8,2.04,3.2,194.9,0.2,600.0,3.02,8.49,9.46,16.85,450.0
2020-01-09 09:10:00,993.41,5.84,279.53,5.33,96.5,9.26,8.93,0.32,5.61,8.99,1236.14,2.13,3.41,185.0,0.0,600.0,3.82,10.23,10.81,16.9,449.6
2020-01-09 09:20:00,993.32,6.01,279.71,5.52,96.6,9.37,9.05,0.32,5.69,9.11,1235.23,1.7,2.36,175.7,0.0,600.0,4.23,11.58,14.67,16.93,448.2
2020-01-09 09:30:00,993.29,6.16,279.86,5.64,96.4,9.47,9.12,0.34,5.73,9.19,1234.49,1.87,2.8,171.8,0.0,330.0,7.85,19.31,24.71,16.88,446.1
2020-01-09 09:40:00,993.19,6.21,279.92,5.64,96.1,9.5,9.13,0.37,5.74,9.19,1234.14,2.17,3.0,176.1,0.0,60.0,11.67,27.61,29.92,16.82,447.0
2020-01-09 09:50:00,993.14,6.25,279.96,5.65,95.9,9.52,9.13,0.39,5.74,9.2,1233.9,2.59,3.28,185.5,0.1,390.0,14.49,33.78,47.68,16.82,447.9
2020-01-09 10:00:00,993.06,6.48,280.2,5.85,95.7,9.68,9.26,0.42,5.82,9.32,1232.74,3.06,3.65,195.0,0.1,440.0,23.14,52.9,54.05,16.91,442.7
2020-01-09 10:10:00,992.9,6.62,280.35,5.84,94.7,9.77,9.25,0.52,5.82,9.32,1231.91,2.72,3.53,182.8,0.0,370.0,27.77,63.13,70.66,16.95,445.0
2020-01-09 10:20:00,992.77,6.74,280.48,5.83,93.9,9.85,9.25,0.6,5.82,9.32,1231.23,2.57,3.65,184.6,0.1,560.0,32.39,73.17,83.2,17.02,443.2
2020-01-09 10:30:00,992.63,6.69,280.44,5.78,93.9,9.82,9.22,0.6,5.8,9.29,1231.3,2.68,3.53,190.0,0.0,130.0,32.8,73.94,84.56,17.01,445.5
2020-01-09 10:40:00,992.51,6.72,280.49,5.86,94.2,9.84,9.27,0.57,5.83,9.34,1230.98,2.75,3.73,182.8,0.0,0.0,30.18,68.92,78.57,16.91,443.9
2020-01-09 10:50:00,992.44,6.8,280.57,5.91,94.0,9.89,9.3,0.59,5.85,9.37,1230.53,3.06,3.89,188.9,0.0,0.0,30.78,69.88,78.19,16.88,444.3
2020-01-09 11:00:00,992.34,6.85,280.63,5.97,94.1,9.92,9.34,0.59,5.87,9.41,1230.18,2.65,3.16,185.4,0.0,0.0,29.38,67.37,68.34,16.88,446.6
2020-01-09 11:10:00,992.15,6.88,280.67,5.99,94.1,9.94,9.36,0.59,5.89,9.43,1229.82,2.5,3.06,187.3,0.0,0.0,30.78,70.46,73.17,16.9,445.8
2020-01-09 11:20:00,992.02,6.94,280.74,6.09,94.3,9.98,9.42,0.57,5.92,9.49,1229.36,2.25,2.88,189.9,0.0,0.0,29.98,68.34,72.78,16.94,446.8
2020-01-09 11:30:00,991.84,7.02,280.84,6.2,94.5,10.04,9.49,0.55,5.97,9.57,1228.74,1.92,2.68,186.5,0.0,0.0,28.17,64.48,71.81,17.01,445.4
2020-01-09 11:40:00,991.71,7.15,280.98,6.27,94.1,10.13,9.53,0.6,6.0,9.61,1227.99,1.55,2.88,178.9,0.0,0.0,28.97,67.37,72.39,17.1,444.2
2020-01-09 11:50:00,991.59,7.3,281.14,6.32,93.5,10.24,9.57,0.67,6.03,9.65,1227.16,1.74,2.32,181.7,0.0,0.0,30.78,70.27,75.68,17.21,443.7
2020-01-09 12:00:00,991.53,7.42,281.26,6.37,93.0,10.32,9.6,0.72,6.04,9.68,1226.55,1.53,2.8,176.1,0.0,0.0,30.18,69.3,71.81,17.34,442.3
2020-01-09 12:10:00,991.33,7.48,281.34,6.38,92.7,10.36,9.61,0.76,6.05,9.69,1226.04,1.74,3.12,172.9,0.0,0.0,33.6,77.22,88.42,17.48,441.4
2020-01-09 12:20:00,991.16,7.6,281.47,6.45,92.4,10.45,9.65,0.79,6.08,9.74,1225.28,1.7,3.08,167.3,0.0,0.0,37.63,85.71,92.28,17.63,440.3
2020-01-09 12:30:00,990.9,7.71,281.61,6.5,92.0,10.53,9.69,0.84,6.1,9.77,1224.46,1.8,3.34,167.7,0.0,0.0,30.58,70.27,78.76,17.78,440.5
2020-01-09 12:40:00,990.67,7.74,281.65,6.54,92.1,10.55,9.72,0.83,6.12,9.81,1224.03,1.82,2.88,170.5,0.0,0.0,31.59,73.36,76.83,17.93,441.1
2020-01-09 12:50:00,990.48,7.8,281.73,6.63,92.3,10.59,9.78,0.82,6.16,9.87,1223.51,2.12,4.11,169.1,0.0,0.0,37.63,86.87,90.93,18.08,440.6
2020-01-09 13:00:00,990.21,7.86,281.81,6.69,92.3,10.64,9.82,0.82,6.19,9.91,1222.89,2.02,3.69,185.8,0.0,0.0,41.85,94.59,95.95,18.21,441.5
2020-01-09 13:10:00,990.02,7.85,281.82,6.71,92.5,10.63,9.83,0.8,6.2,9.93,1222.69,2.39,3.41,188.3,0.0,0.0,40.24,90.15,92.86,18.32,440.3
2020-01-09 13:20:00,989.98,7.96,281.93,6.82,92.5,10.71,9.91,0.8,6.25,10.01,1222.13,2.07,3.28,185.9,0.0,0.0,41.45,92.47,98.46,18.42,439.7
2020-01-09 13:30:00,989.92,8.14,282.12,6.94,92.1,10.84,9.98,0.86,6.3,10.09,1221.24,2.23,3.41,186.1,0.0,0.0,47.89,106.37,116.41,18.5,439.0
2020-01-09 13:40:00,989.79,8.37,282.36,7.12,91.8,11.01,10.11,0.9,6.38,10.21,1220.02,3.04,4.81,184.5,0.0,0.0,55.73,121.43,130.31,18.57,437.8
2020-01-09 13:50:00,989.55,8.89,282.9,7.47,90.8,11.41,10.36,1.05,6.54,10.47,1217.36,3.91,6.13,195.4,0.0,0.0,57.75,124.32,134.17,18.64,434.2
2020-01-09 14:00:00,989.36,9.57,283.6,7.83,88.9,11.94,10.62,1.33,6.7,10.73,1214.08,5.72,7.65,198.6,0.0,0.0,57.34,122.39,134.56,18.7,429.5
2020-01-09 14:10:00,989.21,9.89,283.93,7.95,87.7,12.2,10.7,1.5,6.76,10.82,1212.48,6.23,8.21,204.6,0.0,0.0,54.53,116.6,130.31,18.73,427.9
2020-01-09 14:20:00,989.23,10.07,284.11,7.96,86.7,12.35,10.71,1.64,6.76,10.83,1211.73,5.9,8.57,204.5,0.0,0.0,40.85,88.03,111.2,18.75,427.1
2020-01-09 14:30:00,989.24,10.17,284.21,7.97,86.2,12.43,10.72,1.72,6.77,10.84,1211.31,4.44,5.91,206.8,0.0,0.0,25.35,55.21,64.29,18.76,426.9
2020-01-09 14:40:00,989.18,10.23,284.27,7.95,85.7,12.48,10.7,1.79,6.76,10.82,1210.99,3.67,5.53,200.9,0.0,0.0,28.37,61.58,67.95,18.77,427.2
2020-01-09 14:50:00,989.17,10.27,284.31,7.93,85.4,12.52,10.69,1.83,6.75,10.81,1210.81,4.21,6.61,204.0,0.0,0.0,32.19,69.3,71.81,18.81,427.5
2020-01-09 15:00:00,989.12,10.28,284.33,7.86,84.9,12.53,10.64,1.89,6.72,10.75,1210.73,4.62,6.53,199.2,0.0,0.0,24.95,53.86,62.93,18.88,428.0
2020-01-09 15:10:00,988.98,10.18,284.24,7.8,85.1,12.44,10.59,1.85,6.69,10.71,1211.01,4.53,7.29,198.9,0.0,0.0,26.76,57.92,61.58,18.95,429.5
2020-01-09 15:20:00,988.97,10.25,284.31,7.79,84.7,12.5,10.59,1.91,6.69,10.71,1210.7,5.42,7.77,205.7,0.0,0.0,25.15,54.83,61.58,19.01,427.9
2020-01-09 15:30:00,989.0,10.23,284.29,7.79,84.8,12.48,10.59,1.9,6.69,10.7,1210.82,5.8,7.83,206.6,0.0,0.0,18.71,41.31,46.33,19.05,428.1
2020-01-09 15:40:00,989.01,10.21,284.27,7.79,84.9,12.47,10.59,1.88,6.68,10.7,1210.92,5.52,7.45,208.8,0.0,0.0,16.3,35.52,39.77,19.07,428.2
2020-01-09 15:50:00,988.99,10.22,284.28,7.75,84.6,12.48,10.56,1.92,6.67,10.67,1210.87,5.21,8.25,211.1,0.0,0.0,13.08,28.96,31.08,19.06,428.4
2020-01-09 16:00:00,988.95,10.25,284.31,7.71,84.2,12.5,10.53,1.98,6.65,10.64,1210.7,6.3,8.61,208.8,0.0,0.0,11.47,25.68,27.41,19.03,428.6
2020-01-09 16:10:00,988.96,10.21,284.27,7.69,84.3,12.47,10.51,1.96,6.64,10.63,1210.89,5.83,8.67,207.9,0.0,0.0,7.04,16.99,21.04,19.0,429.3
2020-01-09 16:20:00,988.93,10.14,284.2,7.65,84.5,12.41,10.49,1.92,6.62,10.6,1211.17,5.56,7.83,210.2,0.0,0.0,3.42,9.27,13.32,18.96,429.6
2020-01-09 16:30:00,988.81,10.09,284.16,7.62,84.6,12.37,10.46,1.9,6.61,10.58,1211.24,6.15,8.25,205.8,0.0,0.0,1.61,4.83,6.95,18.93,430.7
2020-01-09 16:40:00,988.76,10.08,284.16,7.59,84.5,12.36,10.44,1.92,6.6,10.56,1211.23,6.39,9.25,205.8,0.0,0.0,0.4,2.12,3.09,18.89,430.7
2020-01-09 16:50:00,988.7,10.06,284.14,7.61,84.7,12.34,10.45,1.89,6.6,10.57,1211.24,6.25,8.53,207.3,0.0,0.0,0.0,0.0,1.35,18.84,431.0
2020-01-09 17:00:00,988.63,10.06,284.15,7.63,84.8,12.34,10.47,1.88,6.61,10.59,1211.15,6.63,8.85,205.3,0.0,0.0,0.0,0.0,0.0,18.79,430.8
2020-01-09 17:10:00,988.58,10.01,284.1,7.58,84.8,12.3,10.43,1.87,6.59,10.55,1211.32,5.91,9.43,200.9,0.0,0.0,0.0,0.0,0.0,18.74,431.2
2020-01-09 17:20:00,988.51,9.82,283.92,7.53,85.6,12.15,10.4,1.75,6.57,10.52,1212.06,5.19,6.45,198.5,0.0,0.0,0.0,0.0,0.0,18.7,431.6
2020-01-09 17:30:00,988.5,9.77,283.87,7.51,85.8,12.11,10.39,1.72,6.56,10.51,1212.27,4.84,6.17,197.3,0.0,0.0,0.0,0.0,0.0,18.66,431.8
2020-01-09 17:40:00,988.47,9.72,283.82,7.45,85.7,12.06,10.34,1.73,6.53,10.46,1212.47,4.95,7.09,198.5,0.0,0.0,0.0,0.0,0.0,18.64,431.9
2020-01-09 17:50:00,988.38,9.68,283.79,7.41,85.7,12.03,10.31,1.72,6.52,10.43,1212.54,4.96,6.25,199.2,0.0,0.0,0.0,0.0,0.0,18.64,432.3
2020-01-09 18:00:00,988.39,9.68,283.79,7.44,85.9,12.03,10.34,1.7,6.53,10.46,1212.54,4.62,5.73,201.7,0.0,0.0,0.0,0.0,0.0,18.64,432.1
2020-01-09 18:10:00,988.3,9.66,283.77,7.44,86.0,12.02,10.33,1.68,6.53,10.46,1212.52,3.75,5.67,197.4,0.0,0.0,0.0,0.0,0.0,18.64,432.6
2020-01-09 18:20:00,988.29,9.72,283.83,7.53,86.2,12.06,10.4,1.66,6.57,10.52,1212.22,4.4,6.01,203.4,0.0,0.0,0.0,0.0,0.0,18.65,431.6
2020-01-09 18:30:00,988.27,9.73,283.85,7.54,86.2,12.07,10.41,1.67,6.58,10.53,1212.15,4.02,5.33,198.3,0.0,0.0,0.0,0.0,0.0,18.67,432.1
2020-01-09 18:40:00,988.22,9.74,283.86,7.55,86.2,12.08,10.41,1.67,6.58,10.54,1212.04,4.42,6.27,203.0,0.0,0.0,0.0,0.0,0.0,18.69,431.9
2020-01-09 18:50:00,988.07,9.72,283.85,7.53,86.2,12.06,10.4,1.66,6.57,10.53,1211.95,4.56,6.17,205.1,0.0,0.0,0.0,0.0,0.0,18.72,431.8
2020-01-09 19:00:00,988.0,9.68,283.82,7.56,86.6,12.03,10.42,1.61,6.59,10.55,1212.02,3.77,6.65,203.0,0.0,0.0,0.0,0.0,0.0,18.75,431.6
2020-01-09 19:10:00,988.09,9.67,283.8,7.6,86.9,12.02,10.45,1.58,6.6,10.58,1212.16,2.63,4.01,204.9,0.0,330.0,0.0,0.0,0.0,18.82,431.2
2020-01-09 19:20:00,988.02,9.65,283.79,7.61,87.1,12.01,10.46,1.55,6.61,10.59,1212.16,2.13,2.68,189.0,0.0,600.0,0.0,0.0,0.0,18.96,432.0
2020-01-09 19:30:00,987.95,9.56,283.7,7.64,87.8,11.94,10.48,1.46,6.62,10.61,1212.45,2.65,3.99,176.5,0.1,480.0,0.0,0.0,0.0,19.07,432.5
2020-01-09 19:40:00,987.93,9.45,283.59,7.68,88.7,11.85,10.51,1.34,6.64,10.64,1212.88,2.24,3.49,167.4,0.1,560.0,0.0,0.0,0.0,19.11,432.9
2020-01-09 19:50:00,987.9,9.4,283.55,7.75,89.4,11.81,10.56,1.25,6.67,10.69,1213.04,1.79,2.76,172.1,0.1,550.0,0.0,0.0,0.0,19.18,432.7
2020-01-09 20:00:00,987.84,9.32,283.47,7.78,90.1,11.74,10.58,1.16,6.69,10.71,1213.29,1.88,3.32,184.3,0.1,600.0,0.0,0.0,0.0,19.24,433.6
2020-01-09 20:10:00,987.75,9.24,283.4,7.85,91.0,11.68,10.63,1.05,6.72,10.76,1213.5,2.11,3.57,169.3,0.1,600.0,0.0,0.0,0.0,19.3,433.0
2020-01-09 20:20:00,987.63,9.27,283.44,7.86,90.9,11.7,10.64,1.07,6.73,10.77,1213.22,2.36,3.36,177.1,0.1,600.0,0.0,0.0,0.0,19.34,432.7
2020-01-09 20:30:00,987.62,9.28,283.45,7.89,91.0,11.71,10.66,1.05,6.74,10.79,1213.16,3.03,4.73,175.6,0.1,600.0,0.0,0.0,0.0,19.36,432.1
2020-01-09 20:40:00,987.54,9.34,283.51,7.87,90.5,11.76,10.64,1.12,6.73,10.78,1212.81,3.18,4.37,168.8,0.0,600.0,0.0,0.0,0.0,19.37,431.7
2020-01-09 20:50:00,987.52,9.34,283.52,7.84,90.3,11.76,10.62,1.14,6.72,10.75,1212.79,2.72,3.93,166.9,0.1,600.0,0.0,0.0,0.0,19.36,431.7
2020-01-09 21:00:00,987.53,9.33,283.51,7.79,90.1,11.75,10.59,1.16,6.7,10.72,1212.86,2.97,4.69,169.8,0.0,600.0,0.0,0.0,0.0,19.34,432.5
2020-01-09 21:10:00,987.49,9.26,283.44,7.82,90.7,11.7,10.61,1.09,6.71,10.74,1213.11,3.7,4.69,182.8,0.1,270.0,0.0,0.0,0.0,19.29,432.5
2020-01-09 21:20:00,987.41,9.37,283.56,7.93,90.7,11.78,10.69,1.1,6.76,10.82,1212.5,3.33,4.33,192.3,0.0,190.0,0.0,0.0,0.0,19.17,431.5
